frequent-itemsets,	support
['other vegetables', 'cream cheese '],	0.013726487036095577
['yogurt', 'white bread'],	0.009049313675648195
['curd', 'cream cheese '],	0.005083884087442806
['curd', 'pip fruit'],	0.007829181494661922
['pip fruit', 'white bread'],	0.0066090493136756485
['domestic eggs', 'butter'],	0.009659379766141332
['yogurt', 'ham'],	0.006710726995424504
['whipped/sour cream', 'pip fruit'],	0.009252669039145907
['frankfurter', 'white bread'],	0.005185561769191663
['pip fruit', 'bottled beer'],	0.005897305541433655
['root vegetables', 'white bread'],	0.007930859176410779
['domestic eggs', 'white bread'],	0.005795627859684799
['butter', 'pip fruit'],	0.007320793085917641
['whipped/sour cream', 'white bread'],	0.005490594814438231
['sliced cheese', 'tropical fruit'],	0.0052872394509405184
['frozen meals', 'tropical fruit'],	0.005490594814438231
['frozen meals', 'whole milk'],	0.009862735129639044
['yogurt', 'frankfurter'],	0.011184544992374174
['yogurt', 'sliced cheese'],	0.008032536858159633
['butter', 'bottled beer'],	0.005795627859684799
['domestic eggs', 'whipped/sour cream'],	0.0099644128113879
['root vegetables', 'sliced cheese'],	0.005592272496187087
['whipped/sour cream', 'frankfurter'],	0.0062023385866802234
['whipped/sour cream', 'tropical fruit'],	0.013828164717844434
['pip fruit', 'root vegetables'],	0.015556685307574987
['other vegetables', 'sliced cheese'],	0.009049313675648195
['cream cheese ', 'whipped/sour cream'],	0.006405693950177936
['yogurt', 'whipped/sour cream'],	0.02074224707676665
['whipped/sour cream', 'fruit/vegetable juice'],	0.009049313675648195
['other vegetables', 'frozen meals'],	0.0075241484494153535
['yogurt', 'frozen meals'],	0.0062023385866802234
['shopping bags', 'cream cheese '],	0.005592272496187087
['shopping bags', 'frankfurter'],	0.008235892221657347
['shopping bags', 'tropical fruit'],	0.013523131672597865
['pork', 'pip fruit'],	0.006100660904931368
['pork', 'beef'],	0.007625826131164209
['sugar', 'margarine'],	0.005490594814438231
['pork', 'root vegetables'],	0.01362480935434672
['yogurt', 'hygiene articles'],	0.007320793085917641
['soda', 'hygiene articles'],	0.007015760040671073
['soda', 'butter'],	0.008845958312150484
['UHT-milk', 'soda'],	0.007625826131164209
['pork', 'margarine'],	0.006405693950177936
['margarine', 'beef'],	0.0062023385866802234
['whipped/sour cream', 'sausage'],	0.009049313675648195
['other vegetables', 'beef'],	0.019725470259278087
['other vegetables', 'butter milk'],	0.010371123538383325
['rolls/buns', 'beverages'],	0.005388917132689374
['soda', 'sliced cheese'],	0.005083884087442806
['onions', 'tropical fruit'],	0.0056939501779359435
['shopping bags', 'root vegetables'],	0.012811387900355872
['meat', 'rolls/buns'],	0.006914082358922217
['other vegetables', 'meat'],	0.0099644128113879
['brown bread', 'bottled water'],	0.008235892221657347
['mustard', 'whole milk'],	0.005185561769191663
['salty snack', 'sausage'],	0.0052872394509405184
['butter', 'sausage'],	0.00864260294865277
['other vegetables', 'herbs'],	0.007727503812913066
['whole milk', 'herbs'],	0.007727503812913066
['herbs', 'root vegetables'],	0.007015760040671073
['whole milk', 'semi-finished bread'],	0.0071174377224199285
['whipped/sour cream', 'margarine'],	0.00681240467717336
['napkins', 'citrus fruit'],	0.007625826131164209
['napkins', 'whipped/sour cream'],	0.007219115404168785
['newspapers', 'pastry'],	0.008439247585155059
['newspapers', 'curd'],	0.0056939501779359435
['napkins', 'soda'],	0.011997966446365024
['bottled water', 'misc. beverages'],	0.0052872394509405184
['bottled water', 'beef'],	0.0062023385866802234
['butter', 'beef'],	0.005795627859684799
['shopping bags', 'whipped/sour cream'],	0.007930859176410779
['shopping bags', 'pork'],	0.006405693950177936
['bottled water', 'sausage'],	0.011997966446365024
['pip fruit', 'bottled water'],	0.010574478901881037
['soda', 'citrus fruit'],	0.012811387900355872
['newspapers', 'other vegetables'],	0.019318759532282664
['newspapers', 'chocolate'],	0.005490594814438231
['yogurt', 'chocolate'],	0.009252669039145907
['other vegetables', 'specialty bar'],	0.005592272496187087
['soda', 'pip fruit'],	0.013319776309100152
['onions', 'soda'],	0.0052872394509405184
['napkins', 'tropical fruit'],	0.010066090493136757
['onions', 'whole milk'],	0.012099644128113879
['onions', 'other vegetables'],	0.014234875444839857
['napkins', 'pip fruit'],	0.006710726995424504
['napkins', 'domestic eggs'],	0.005998983223182512
['soda', 'meat'],	0.005490594814438231
['meat', 'root vegetables'],	0.005083884087442806
['meat', 'whole milk'],	0.0099644128113879
['butter milk', 'root vegetables'],	0.005083884087442806
['hygiene articles', 'root vegetables'],	0.005388917132689374
['butter milk', 'tropical fruit'],	0.005490594814438231
['pip fruit', 'margarine'],	0.008540925266903915
['brown bread', 'pip fruit'],	0.007625826131164209
['yogurt', 'hamburger meat'],	0.006507371631926792
['yogurt', 'margarine'],	0.014234875444839857
['pastry', 'fruit/vegetable juice'],	0.008540925266903915
['soda', 'chicken'],	0.008337569903406202
['whole milk', 'chicken'],	0.01759023894255211
['rolls/buns', 'chicken'],	0.009659379766141332
['yogurt', 'chicken'],	0.008337569903406202
['pasta', 'whole milk'],	0.006100660904931368
['whipped/sour cream', 'chicken'],	0.007219115404168785
['pastry', 'pip fruit'],	0.010676156583629894
['domestic eggs', 'bottled water'],	0.009150991357397052
['whole milk', 'pot plants'],	0.006914082358922217
['shopping bags', 'citrus fruit'],	0.009761057447890189
['whole milk', 'canned beer'],	0.008845958312150484
['newspapers', 'napkins'],	0.0062023385866802234
['bottled water', 'chicken'],	0.0052872394509405184
['newspapers', 'chicken'],	0.005185561769191663
['yogurt', 'oil'],	0.0052872394509405184
['yogurt', 'pork'],	0.009557702084392475
['yogurt', 'beef'],	0.011692933401118455
['napkins', 'root vegetables'],	0.0099644128113879
['yogurt', 'canned beer'],	0.005388917132689374
['pastry', 'white bread'],	0.005592272496187087
['pastry', 'beef'],	0.00630401626842908
['chicken', 'sausage'],	0.0052872394509405184
['brown bread', 'pork'],	0.005592272496187087
['other vegetables', 'specialty chocolate'],	0.006100660904931368
['soda', 'specialty chocolate'],	0.00630401626842908
['meat', 'sausage'],	0.0052872394509405184
['sausage', 'hamburger meat'],	0.005185561769191663
['pork', 'frankfurter'],	0.005897305541433655
['butter', 'pork'],	0.005490594814438231
['brown bread', 'butter'],	0.005795627859684799
['napkins', 'pastry'],	0.007015760040671073
['pastry', 'frankfurter'],	0.008337569903406202
['pastry', 'whipped/sour cream'],	0.0075241484494153535
['cat food', 'whole milk'],	0.008845958312150484
['other vegetables', 'cat food'],	0.006507371631926792
['rolls/buns', 'coffee'],	0.010981189628876462
['frozen vegetables', 'whipped/sour cream'],	0.007930859176410779
['frozen vegetables', 'butter'],	0.005795627859684799
['yogurt', 'long life bakery product'],	0.008744280630401627
['long life bakery product', 'fruit/vegetable juice'],	0.0062023385866802234
['bottled beer', 'margarine'],	0.006100660904931368
['pork', 'tropical fruit'],	0.008540925266903915
['domestic eggs', 'beef'],	0.005998983223182512
['frozen vegetables', 'citrus fruit'],	0.0066090493136756485
['newspapers', 'beef'],	0.006405693950177936
['beef', 'tropical fruit'],	0.007625826131164209
['soda', 'beef'],	0.00813421453990849
['frozen vegetables', 'pork'],	0.006405693950177936
['whole milk', 'ice cream'],	0.005897305541433655
['frozen vegetables', 'sausage'],	0.005998983223182512
['pastry', 'butter'],	0.007625826131164209
['long life bakery product', 'chocolate'],	0.0052872394509405184
['butter milk', 'pip fruit'],	0.005083884087442806
['coffee', 'pip fruit'],	0.006914082358922217
['soda', 'frozen meals'],	0.0062023385866802234
